source,target,migration_1995_total,migration_1995_male,migration_1995_female,migration_2000_total,migration_2000_male,migration_2000_female,migration_2005_total,migration_2005_male,migration_2005_female,migration_2010_total,migration_2010_male,migration_2010_female,migration_2015_total,migration_2015_male,migration_2015_female
61,28,0,0,0,0,0,0,10,5,5,11,5,6,4,2,2
61,54,0,0,0,0,0,0,0,0,0,99,17,82,8,2,6
62,55,1,0,1,1,0,1,2,0,2,5,1,4,1,1,0
62,31,3,1,2,3,1,2,5,2,3,4,2,2,8,4,4
62,56,1,1,0,1,1,0,15,9,6,14,8,6,24,10,14
62,95,12,6,6,12,7,5,6,4,2,6,4,2,4,4,0
62,162,1,0,1,2,1,1,8,2,6,10,2,8,1,1,0
62,169,0,0,0,0,0,0,0,0,0,0,0,0,35,19,16
62,59,21,6,15,21,6,15,26,7,19,26,8,18,35,16,19
62,73,12,5,7,12,5,7,47,26,21,46,25,21,73,33,40
62,96,2,1,1,1,0,1,8,3,5,8,3,5,11,3,8
62,101,3,2,1,7,5,2,0,0,0,2,2,0,0,0,0
62,114,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0
62,153,75,22,53,108,38,70,146,54,92,181,73,108,233,103,130
62,199,36,17,19,17,8,9,154,73,81,175,87,88,149,73,76
62,218,213,98,115,219,100,119,373,211,162,446,253,193,162,77,85
62,83,70,48,22,75,49,26,205,41,164,204,40,164,30,21,9
62,104,4367,142,4225,4366,141,4225,12235,4880,7355,12234,4879,7355,1043,518,525
62,163,12,3,9,14,4,10,15,7,8,8,5,3,7,1,6
62,188,3,2,1,4,1,3,27,4,23,134,6,128,22,14,8
62,193,6494,2299,4195,15299,4427,10872,36096,14598,21498,63927,28192,35735,14393,4616,9777
62,12,221,87,134,220,86,134,255,40,215,254,39,215,453,140,313
62,19,4,2,2,21,5,16,71,36,35,90,80,10,202,69,133
62,74,15,0,15,14,0,14,3971,1150,2821,1227,278,949,264,77,187
62,80,1816,348,1468,1815,347,1468,3039,1119,1920,3039,1119,1920,370,112,258
62,119,1,1,0,1,0,1,30,10,20,32,11,21,11,3,8
62,121,3,1,2,1,0,1,5,1,4,3,0,3,13,7,6
62,145,1530,400,1130,1660,429,1231,1444,481,963,755,287,468,896,400,496
62,200,1225,631,594,1247,650,597,885,64,821,1849,403,1446,1603,953,650
62,6,107,66,41,106,65,41,79,51,28,53,34,19,47,30,17
62,7,423,128,295,422,128,294,106,39,67,106,39,67,106,39,67
62,10,787,282,505,786,282,504,288,188,100,210,162,48,214,75,139
62,14,20,11,9,20,12,8,93,58,35,92,57,35,22,12,10
62,25,86,79,7,85,79,6,547,174,373,7689,2364,5325,164,67,97
62,29,131,54,77,131,55,76,147,71,76,146,70,76,147,71,76
62,38,24,19,5,24,18,6,4,3,1,4,3,1,1,0,1
62,53,64,33,31,65,33,32,1,1,0,12,4,8,12,4,8
62,86,923,563,360,924,563,361,340,101,239,340,100,240,34,6,28
62,92,426,258,168,425,257,168,585,349,236,584,348,236,558,331,227
62,129,53,27,26,53,26,27,6,1,5,6,1,5,5,1,4
62,138,8,5,3,7,4,3,0,0,0,1,1,0,1,1,0
62,164,12118,6414,5704,12238,6465,5773,5420,2492,2928,3002,1717,1285,6090,2985,3105
62,174,6,2,4,11,5,6,6,3,3,3,2,1,2,1,1
62,186,0,0,0,0,0,0,1701,613,1088,1702,614,1088,143,48,95
62,213,171,104,67,172,104,68,30,17,13,30,20,10,22,18,4
62,221,1328,516,812,1333,517,816,721,290,431,723,291,432,3,1,2
62,50,7,2,5,282,86,196,289,104,185,533,180,353,44,11,33
62,65,3,3,0,2,2,0,13,7,6,13,8,5,3,2,1
62,88,15,10,5,14,9,5,14,13,1,13,12,1,14,9,5
62,94,3,2,1,3,2,1,2,1,1,3,1,2,3,2,1
62,133,320,134,186,357,154,203,125,78,47,279,154,125,389,193,196
62,148,13,7,6,3,3,0,5,3,2,4,3,1,5,3,2
62,157,2080,605,1475,2305,655,1650,368,207,161,666,365,301,1202,378,824
62,8,584,103,481,585,105,480,376,75,301,376,75,301,2,0,2
62,24,22,9,13,22,8,14,50,27,23,50,27,23,16,8,8
62,28,87,25,62,88,25,63,105,17,88,102,17,85,63,14,49
62,42,74,34,40,73,33,40,51,8,43,51,8,43,109,42,67
62,46,11,6,5,12,7,5,17,7,10,38,21,17,26,15,11
62,63,15,7,8,14,6,8,26,13,13,70,29,41,110,47,63
62,160,16,9,7,20,10,10,23,11,12,13,7,6,13,7,6
62,225,2040,638,1402,1947,648,1299,203,105,98,192,112,80,489,62,427
62,22,2,1,1,2,1,1,4,2,2,4,3,1,0,0,0
62,37,1173,559,614,1265,605,660,1631,865,766,2035,1073,962,1031,514,517
62,220,159539,67820,91719,180280,77811,102469,52625,24956,27669,61699,19323,42376,138873,58051,80822
62,11,19,11,8,18,10,8,20,10,10,50,20,30,49,24,25
62,68,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
62,54,0,0,0,0,0,0,0,0,0,5259,1242,4017,456,115,341
63,64,0,0,0,0,0,0,2,1,1,1,0,1,4,1,3
63,161,152,76,76,224,110,114,25,13,12,10,7,3,7,3,4
63,55,1,0,1,1,1,0,2,1,1,4,2,2,0,0,0
63,31,3,1,2,2,0,2,3,1,2,3,1,2,4,1,3
63,56,5,3,2,4,2,2,31,19,12,27,17,10,21,10,11
63,95,27,16,11,27,17,10,18,12,6,18,12,6,7,5,2
63,162,7,5,2,5,4,1,15,11,4,15,12,3,2,2,0
63,170,37,7,30,37,2,35,20,4,16,24,7,17,5,3,2
63,187,9,6,3,12,6,6,3,2,1,3,2,1,7,4,3
63,59,110,55,55,110,56,54,83,33,50,83,33,50,51,19,32
63,73,11,6,5,10,6,4,58,34,24,57,33,24,83,44,39
63,96,3,1,2,3,2,1,7,2,5,6,2,4,6,4,2
63,101,13,3,10,25,9,16,4,2,2,8,5,3,1,0,1
63,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,153,95,48,47,104,56,48,102,47,55,107,59,48,173,83,90
63,199,139,69,70,65,30,35,441,226,215,601,308,293,414,229,185
63,218,1242,522,720,1271,532,739,2504,1178,1326,2948,1408,1540,1034,411,623
63,83,19,11,8,22,12,10,20,6,14,20,7,13,4,3,1
63,104,10376,3353,7023,10375,3353,7022,33283,13973,19310,33283,13974,19309,1911,948,963
63,163,75,38,37,82,41,41,113,55,58,59,28,31,39,11,28
63,193,7872,3580,4292,12866,5948,6918,431907,209250,222657,40287,20551,19736,74908,44741,30167
63,12,47,24,23,46,24,22,54,18,36,54,18,36,97,44,53
63,19,3,2,1,30,10,20,728,278,450,953,418,535,1399,596,803
63,74,52,3,49,51,2,49,1812,797,1015,490,83,407,312,98,214
63,80,1145,392,753,1144,391,753,2331,813,1518,2331,813,1518,283,103,180
63,145,207,78,129,230,86,144,557,198,359,365,145,220,384,151,233
63,200,867,424,443,876,432,444,507,124,383,678,49,629,753,493,260
63,14,2,0,2,3,2,1,13,11,2,12,10,2,3,2,1
63,53,33,19,14,33,19,14,0,0,0,6,2,4,6,2,4
63,62,105,34,71,105,34,71,301,110,191,308,114,194,31,16,15
63,164,102,49,53,105,50,55,169,79,90,50,19,31,148,71,77
63,50,53,24,29,288,153,135,335,188,147,617,337,280,50,24,26
63,65,29,13,16,29,13,16,11,6,5,10,6,4,5,2,3
63,88,15,4,11,16,4,12,20,14,6,20,14,6,22,14,8
63,94,9,6,3,7,5,2,7,4,3,7,3,4,10,8,2
63,133,503,242,261,556,270,286,102,63,39,321,171,150,535,264,271
63,148,20,12,8,8,7,1,11,8,3,6,4,2,8,5,3
63,157,190,75,115,292,131,161,141,35,106,238,101,137,397,210,187
63,8,502,222,280,503,223,280,526,238,288,526,238,288,3,1,2
63,24,222,113,109,217,111,106,62,57,5,61,57,4,141,78,63
63,28,289,143,146,288,143,145,272,96,176,252,84,168,350,177,173
63,42,3347,1464,1883,3347,1465,1882,6580,3000,3580,6579,3000,3579,1455,1119,336
63,46,61,7,54,61,7,54,347,153,194,1667,980,687,948,567,381
63,160,364,173,191,420,185,235,494,219,275,286,132,154,299,138,161
63,225,2235,940,1295,2164,856,1308,2598,1475,1123,2776,1606,1170,2600,1037,1563
63,37,1677,791,886,1899,900,999,977,245,732,1712,604,1108,1640,733,907
63,220,73230,37412,35818,82082,42197,39885,55362,28807,26555,59702,26788,32914,29003,13825,15178
63,11,231,92,139,154,55,99,220,110,110,260,130,130,360,166,194
63,68,0,0,0,0,0,0,0,0,0,7,5,2,0,0,0
64,192,0,0,0,0,0,0,0,0,0,5287,3041,2246,258,58,200
64,230,96,54,42,56,32,24,33,20,13,48,36,12,66,12,54
64,39,14,8,6,15,11,4,14,7,7,0,0,0,6,3,3
64,118,3438,2583,855,3633,2811,822,2608,2091,517,1601,1201,400,2374,1614,760
64,139,105,64,41,62,22,40,32,8,24,150,72,78,480,237,243
64,196,431,244,187,441,250,191,1293,668,625,8945,4617,4328,1252,646,606
64,210,7,1,6,91,49,42,26,10,16,213,111,102,260,136,124
64,142,12,6,6,16,11,5,48,29,19,7,4,3,15,9,6
64,191,367,225,142,710,394,316,375,182,193,1365,728,637,1307,708,599
64,81,2,1,1,2,0,2,9,5,4,2,1,1,6,4,2
64,130,21,17,4,23,15,8,7,4,3,5,3,2,3,2,1
64,106,277,122,155,458,201,257,400,175,225,90,32,58,48,28,20
64,161,129,59,70,174,79,95,95,46,49,83,42,41,3,1,2
64,203,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
64,125,9,4,5,9,6,3,6,2,4,4,3,1,20,15,5
64,194,14,12,2,16,12,4,32,17,15,65,44,21,1,1,0
64,15,1720,1509,211,1789,1443,346,16367,10751,5616,25590,16809,8781,13515,8417,5098
64,55,534,291,243,534,291,243,1093,619,474,2082,1224,858,243,164,79
64,100,1983,950,1033,1843,1263,580,3143,2477,666,456,298,158,938,488,450
64,103,1049,341,708,230,137,93,1200,564,636,940,464,476,641,248,393
64,107,57983,41126,16857,57981,41474,16507,98823,70455,28368,52560,22648,29912,2945,2123,822
64,111,28874,6893,21981,20489,16588,3901,8327,4813,3514,40252,25459,14793,219721,118480,101241
64,115,26069,16693,9376,26082,16688,9394,15736,8930,6806,15722,8932,6790,46245,30967,15278
64,154,8733,5772,2961,4040,2516,1524,1287,990,297,3112,2284,828,48269,28446,19823
64,165,21,20,1,18,10,8,48237,35618,12619,87570,71509,16061,27509,23970,3539
64,180,8889,6554,2335,10064,7245,2819,88586,68100,20486,137921,104684,33237,125608,71911,53697
64,195,405,232,173,411,229,182,767,488,279,762,490,272,182,106,76
64,211,804,447,357,797,445,352,24,8,16,25,8,17,22,5,17
64,217,41944,33480,8464,53910,40527,13383,79936,50060,29876,413388,286756,126632,180150,119428,60722
64,229,307,231,76,416,48,368,682,278,404,733,291,442,475,148,327
64,31,20,15,5,19,15,4,31,25,6,26,21,5,35,29,6
64,56,19,15,4,19,15,4,212,200,12,189,181,8,217,188,29
64,95,139,95,44,139,96,43,124,99,25,124,99,25,406,187,219
64,162,43,32,11,35,27,8,123,93,30,135,100,35,17,10,7
64,169,6,5,1,6,3,3,4,3,1,4,3,1,43,41,2
64,170,81,35,46,79,8,71,180,22,158,204,37,167,19,11,8
64,187,46,45,1,63,60,3,15,14,1,16,16,0,32,30,2
64,59,207,139,68,206,138,68,133,88,45,132,88,44,159,109,50
64,73,67,59,8,66,59,7,246,188,58,245,188,57,464,349,115
64,96,4,3,1,3,2,1,7,6,1,6,6,0,4,2,2
64,101,182,122,60,337,233,104,25,13,12,101,83,18,11,5,6
64,114,3,3,0,3,3,0,15,12,3,16,13,3,7,5,2
64,120,1,1,0,1,0,1,28,22,6,25,18,7,8,7,1
64,153,20,13,7,73,39,34,121,84,37,224,151,73,351,234,117
64,199,306,192,114,141,85,56,414,268,146,1219,826,393,2216,1419,797
64,218,565,416,149,952,596,356,1996,1580,416,4104,2868,1236,3701,1950,1751
64,52,0,0,0,0,0,0,123,56,67,122,56,66,2,1,1
64,83,9773,3926,5847,10138,3969,6169,1754,308,1446,1755,309,1446,1098,859,239
64,104,1646,722,924,1645,721,924,32568,25063,7505,32567,25062,7505,1083,532,551
64,127,44,29,15,80,52,28,67,45,22,34,12,22,110,83,27
64,163,34,19,15,37,19,18,155,150,5,120,117,3,37,29,8
64,182,50,33,17,22,14,8,1,1,0,1,1,0,2,1,1
64,188,15,8,7,16,7,9,15,11,4,46,31,15,17,13,4
64,193,227,167,60,774,549,225,1144,927,217,868,591,277,389,157,232
64,204,126,52,74,126,53,73,48,21,27,48,20,28,151,60,91
64,12,1051,721,330,1051,722,329,1214,685,529,1214,685,529,2159,1388,771
64,19,4,3,1,22,15,7,254,168,86,371,252,119,743,514,229
64,74,726,335,391,726,335,391,2754,1926,828,1941,865,1076,2337,1438,899
64,80,1313,837,476,1313,838,475,4507,3012,1495,4507,3013,1494,778,552,226
64,121,2,1,1,1,1,0,3,1,2,2,1,1,8,5,3
64,145,2064,1574,490,2293,1747,546,1999,929,1070,743,382,361,1069,634,435
64,200,328,262,66,341,277,64,507,275,232,603,179,424,959,761,198
64,7,2,1,1,2,1,1,1,0,1,0,0,0,1,1,0
64,14,1,1,0,1,0,1,11,7,4,11,7,4,2,1,1
64,164,3,2,1,5,2,3,17,8,9,24,12,12,1,1,0
64,50,8,5,3,3,1,2,3,3,0,6,6,0,0,0,0
64,88,1,1,0,1,0,1,6,1,5,6,1,5,4,0,4
64,133,27,2,25,29,7,22,30,19,11,38,33,5,46,37,9
64,157,9,4,5,12,5,7,10,9,1,12,11,1,11,7,4
64,8,12,4,8,12,3,9,130,68,62,131,69,62,1,1,0
64,24,6,5,1,6,4,2,4,0,4,5,1,4,3,2,1
64,28,396,304,92,396,304,92,154,11,143,179,14,165,631,337,294
64,42,3,1,2,3,0,3,14,6,8,14,6,8,32,20,12
64,46,20,10,10,20,9,11,15,7,8,7,7,0,9,6,3
64,63,4,3,1,3,2,1,6,4,2,17,12,5,26,18,8
64,160,1,1,0,3,2,1,3,2,1,1,1,0,1,1,0
64,225,122,71,51,92,52,40,33,12,21,29,12,17,11,7,4
64,37,4409,2065,2344,5154,2430,2724,5539,3939,1600,8061,5286,2775,5883,3135,2748
64,220,21741,12644,9097,25342,14817,10525,7764,4700,3064,11770,1260,10510,29152,15087,14065
64,11,727,551,176,2281,1261,1020,1140,620,520,3110,2350,760,3482,1552,1930
64,147,201,123,78,711,306,405,136,65,71,31,14,17,11,4,7
64,68,0,0,0,0,0,0,0,0,0,41,37,4,3,3,0
65,64,9,3,6,4,3,1,30,19,11,15,3,12,41,2,39
65,118,75,51,24,83,59,24,95,74,21,55,38,17,80,49,31
65,55,1,0,1,1,1,0,2,1,1,5,3,2,1,1,0
65,31,1,1,0,1,1,0,2,1,1,2,2,0,1,1,0
65,56,2,1,1,2,1,1,2,0,2,2,0,2,15,14,1
65,95,3,2,1,2,2,0,2,1,1,2,1,1,1,1,0
65,59,13,5,8,12,5,7,12,5,7,12,5,7,11,2,9
65,73,7,3,4,6,3,3,17,6,11,16,5,11,25,5,20
65,96,1,0,1,0,0,0,5,3,2,5,3,2,4,1,3
65,101,9,3,6,17,8,9,2,1,1,5,3,2,1,0,1
65,153,27,11,16,27,13,14,21,16,5,27,16,11,47,20,27
65,199,342,173,169,158,75,83,119,39,80,226,98,128,271,152,119
65,218,241,87,154,247,88,159,110,48,62,167,74,93,102,33,69
65,83,8,1,7,8,1,7,9,0,9,8,0,8,3,2,1
65,104,2289,608,1681,2289,609,1680,3580,1393,2187,3580,1394,2186,294,146,148
65,163,8,4,4,9,4,5,32,1,31,27,2,25,11,2,9
65,193,246,98,148,866,333,533,2065,847,1218,3579,1398,2181,1241,233,1008
65,12,5,2,3,4,2,2,6,2,4,5,2,3,10,5,5
65,19,1,1,0,2,0,2,24,10,14,6,4,2,130,55,75
65,74,33,4,29,32,4,28,378,366,12,396,392,4,84,30,54
65,80,70,45,25,69,45,24,402,171,231,402,172,230,44,18,26
65,145,63,26,37,70,26,44,50,28,22,30,6,24,30,12,18
65,200,59,34,25,62,35,27,65,18,47,91,7,84,110,74,36
65,14,3,1,2,2,1,1,32,31,1,31,31,0,6,6,0
65,62,41,17,24,40,16,24,96,52,44,98,52,46,14,7,7
65,105,7,3,4,6,3,3,4,1,3,4,1,3,3,1,2
65,164,15,7,8,12,6,6,478,225,253,357,164,193,481,227,254
65,20,238,134,104,238,134,104,428,204,224,427,204,223,1211,596,615
65,50,30211,14837,15374,17189,8896,8293,2411,1181,1230,7242,3228,4014,551,205,346
65,88,112309,49951,62358,112309,49951,62358,2885,279,2606,2883,278,2605,2507,754,1753
65,94,54118,26224,27894,54118,26224,27894,135,18,117,136,18,118,183,115,68
65,133,296175,148517,147658,855,412,443,1137,577,560,1941,962,979,1190,562,628
65,148,10307,5124,5183,44,39,5,53,17,36,146,86,60,177,102,75
65,157,250,156,94,114,91,23,301,129,172,414,204,210,478,233,245
65,8,13,6,7,13,5,8,41,20,21,42,20,22,0,0,0
65,24,25,15,10,25,15,10,7,3,4,5,2,3,18,8,10
65,28,44,3,41,42,2,40,125,80,45,130,84,46,46,34,12
65,42,5,3,2,5,3,2,43,11,32,43,10,33,91,40,51
65,46,13,11,2,13,11,2,7,1,6,48,33,15,26,17,9
65,63,22,11,11,21,10,11,39,22,17,103,45,58,163,76,87
65,160,9,5,4,12,6,6,14,7,7,7,4,3,8,5,3
65,225,52,20,32,57,23,34,29,11,18,30,12,18,48,14,34
65,37,5453,2568,2885,6228,2947,3281,1144,1008,136,3546,2249,1297,5116,2570,2546
65,220,163105,83724,79381,188798,97809,90989,152122,80140,71982,164004,74844,89160,143027,70509,72518
65,11,1254,567,687,662,302,360,70,40,30,240,130,110,689,292,397
65,68,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0
66,48,75,28,47,226,105,121,286,84,202,690,361,329,392,191,201
66,77,5240,2575,2665,8934,4395,4539,3890,1932,1958,6264,3115,3149,5116,2459,2657
66,179,19,11,8,18,11,7,58,23,35,45,17,28,19,7,12
66,206,6,4,2,7,5,2,8,5,3,24,15,9,12,8,4
66,56,2,1,1,0,0,0,0,0,0,1,0,1,0,0,0
66,170,4,1,3,4,0,4,33,26,7,32,25,7,2,1,1
66,73,0,0,0,0,0,0,5,2,3,4,1,3,7,3,4
66,96,0,0,0,0,0,0,1,0,1,1,1,0,4,0,4
66,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,199,2,1,1,1,0,1,15,9,6,9,3,6,8,5,3
66,218,23,10,13,24,9,15,106,33,73,120,38,82,33,9,24
66,83,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0
66,104,27,18,9,27,18,9,31,6,25,30,6,24,2,1,1
66,163,18,6,12,21,7,14,80,1,79,63,2,61,32,6,26
66,193,1466,613,853,4695,2091,2604,5427,1655,3772,3924,1320,2604,2711,1041,1670
66,12,1,1,0,0,0,0,1,0,1,1,1,0,1,1,0
66,19,208,167,41,231,181,50,541,289,252,9,1,8,20,13,7
66,74,5,1,4,4,0,4,194,32,162,92,53,39,29,11,18
66,145,4,2,2,6,1,5,12,6,6,9,1,8,17,4,13
66,200,0,0,0,1,0,1,6,1,5,7,0,7,6,4,2
66,42,0,0,0,1,1,0,0,0,0,1,0,1,1,1,0
66,37,2,1,1,3,1,2,25,17,8,28,20,8,8,5,3
66,36,0,0,0,0,0,0,3377,1600,1777,689,262,427,384,246,138
66,28,0,0,0,0,0,0,27,7,20,28,7,21,11,3,8
67,69,34732,17945,16787,28106,14367,13739,1087,985,102,598,1,597,149676,76226,73450
67,109,66,34,32,40,19,21,590,306,284,693,329,364,738,369,369
67,190,0,0,0,0,0,0,17,10,7,20,10,10,3,1,2
67,192,0,0,0,0,0,0,0,0,0,3410,1961,1449,168,38,130
67,215,0,0,0,27,14,13,23,11,12,3486,1804,1682,39,10,29
67,64,3,1,2,29,13,16,74,51,23,37,11,26,1869,799,1070
67,118,207,178,29,229,202,27,254,201,53,152,110,42,224,146,78
67,196,172729,84738,87991,197639,96946,100693,243019,119121,123898,59952,30570,29382,27561,16685,10876
67,191,196,83,113,103,40,63,62,31,31,661,264,397,659,301,358
67,15,50,30,20,52,28,24,316,208,108,522,349,173,102,62,40
67,55,1,0,1,0,0,0,1,0,1,2,0,2,0,0,0
67,100,373,157,216,148,93,55,228,165,63,38,23,15,86,44,42
67,107,24,7,17,24,6,18,40,29,11,37,26,11,89,62,27
67,111,626,299,327,355,336,19,230,106,124,1007,632,375,611,172,439
67,165,55,51,4,48,25,23,437,314,123,1318,1118,200,547,414,133
67,217,1082,792,290,1367,979,388,1275,727,548,8661,6131,2530,1685,1121,564
67,229,2500,1452,1048,66,38,28,2566,1490,1076,918,508,410,91,28,63
67,31,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0
67,56,0,0,0,0,0,0,1,0,1,1,1,0,4,3,1
67,95,3,1,2,3,1,2,3,2,1,2,1,1,9,7,2
67,162,1,1,0,0,0,0,13,1,12,14,1,13,2,0,2
67,59,6,3,3,5,2,3,68,33,35,68,34,34,108,58,50
67,73,5,2,3,4,1,3,29,14,15,29,15,14,101,73,28
67,96,1,1,0,0,0,0,1,1,0,1,1,0,8,5,3
67,101,13,8,5,25,17,8,2,1,1,8,7,1,1,1,0
67,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,153,25,8,17,486,244,242,1267,695,572,3042,1534,1508,9982,6100,3882
67,199,448,227,221,207,100,107,2317,1087,1230,4930,2245,2685,12019,6895,5124
67,218,2679,1204,1475,2741,1229,1512,4848,2399,2449,5759,2892,2867,2090,889,1201
67,83,20,16,4,18,17,1,94,46,48,93,45,48,12,9,3
67,104,3319,793,2526,3319,794,2525,3087,2812,275,3087,2812,275,218,108,110
67,127,2,1,1,3,3,0,4,2,2,468,337,131,123,97,26
67,193,4,2,2,118,75,43,66,42,24,78,50,28,13,8,5
67,12,8,4,4,7,4,3,9,3,6,8,3,5,15,7,8
67,19,0,0,0,0,0,0,29,12,17,72,37,35,248,137,111
67,74,6,1,5,5,0,5,99,42,57,320,100,220,48,15,33
67,80,1164,559,605,1164,560,604,4503,1933,2570,4502,1932,2570,488,228,260
67,145,73,41,32,81,43,38,335,159,176,437,213,224,1069,574,495
67,200,1739,1209,530,1749,1217,532,1484,699,785,1601,549,1052,1325,1008,317
67,24,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0
67,42,1,0,1,1,1,0,0,0,0,1,1,0,1,0,1
67,225,1,0,1,0,0,0,1,1,0,2,1,1,1,0,1
67,37,21,1,20,130,53,77,1394,755,639,1764,947,817,933,468,465
67,220,2906,1481,1425,3481,1786,1695,2794,1439,1355,3043,1320,1723,6950,3369,3581
67,11,290,151,139,198,105,93,530,250,280,800,360,440,761,375,386
68,64,2,0,2,3,1,2,4,3,1,2,1,1,5,1,4
68,191,12,9,3,5,3,2,11,9,2,44,35,9,33,27,6
68,108,230,103,127,229,103,126,115,64,51,114,64,50,67,41,26
68,112,237,101,136,257,110,147,194,85,109,206,90,116,77,34,43
68,13,81,15,66,9,2,7,30,23,7,47,11,36,23,5,18
68,55,3,0,3,3,1,2,6,1,5,11,3,8,2,1,1
68,79,126,59,67,127,59,68,41,19,22,37,16,21,38,16,22
68,211,38,14,24,40,14,26,3,0,3,3,0,3,3,1,2
68,18,532,282,250,532,282,250,133,46,87,133,45,88,144,50,94
68,31,12,4,8,11,3,8,16,5,11,14,5,9,18,4,14
68,56,8,4,4,8,4,4,52,22,30,46,22,24,40,13,27
68,95,24,5,19,24,5,19,20,6,14,19,5,14,20,11,9
68,162,59,26,33,50,23,27,48,20,28,39,18,21,6,0,6
68,170,3502,1491,2011,1112,338,774,4054,2528,1526,5350,3124,2226,1100,355,745
68,187,12,3,9,18,4,14,5,2,3,4,1,3,10,4,6
68,216,753,618,135,743,681,62,1009,496,513,490,238,252,34,25,9
68,59,227,69,158,226,68,158,315,88,227,314,88,226,412,157,255
68,73,3285,1501,1784,3284,1500,1784,9804,4833,4971,9803,4832,4971,25103,10847,14256
68,96,11,4,7,10,4,6,60,26,34,59,25,34,22,14,8
68,101,484,226,258,855,431,424,768,351,417,389,18,371,58,4,54
68,114,1197,576,621,1197,575,622,266,116,150,361,190,171,556,272,284
68,120,100,50,50,307,160,147,28,14,14,149,117,32,147,78,69
68,153,136,48,88,143,6,137,330,97,233,1367,858,509,3097,1977,1120
68,199,1504,619,885,693,263,430,423,403,20,140,48,92,489,381,108
68,218,688,272,416,710,281,429,2994,989,2005,3396,1174,2222,1028,302,726
68,52,3,1,2,2,1,1,8,3,5,7,2,5,0,0,0
68,83,44,31,13,42,30,12,36,5,31,36,5,31,7,5,2
68,104,181,9,172,180,8,172,495,99,396,495,99,396,42,21,21
68,163,75,32,43,82,36,46,41,27,14,70,38,32,12,1,11
68,188,0,0,0,0,0,0,0,0,0,19,12,7,6,0,6
68,193,40,17,23,66,27,39,451,193,258,679,227,452,621,230,391
68,12,26,9,17,26,10,16,31,4,27,30,4,26,53,15,38
68,19,1,0,1,3,1,2,261,75,186,360,106,254,329,120,209
68,74,27,2,25,26,1,25,95,63,32,54,37,17,69,23,46
68,80,3843,982,2861,3843,983,2860,1090,758,332,1090,759,331,391,147,244
68,119,2,2,0,2,2,0,8,8,0,9,8,1,2,1,1
68,121,2,0,2,0,0,0,163,31,132,166,32,134,183,42,141
68,145,38,9,29,44,9,35,134,35,99,226,64,162,412,164,248
68,200,75,29,46,76,29,47,73,17,56,97,7,90,87,53,34
68,14,0,0,0,0,0,0,8,3,5,7,3,4,1,0,1
68,50,0,0,0,0,0,0,1,0,1,2,0,2,0,0,0
68,8,3,1,2,3,0,3,27,10,17,27,9,18,0,0,0
68,24,2,0,2,2,1,1,1,0,1,0,0,0,1,0,1
68,42,9,2,7,9,3,6,8,2,6,8,1,7,16,7,9
68,46,0,0,0,1,1,0,1,0,1,3,2,1,1,0,1
68,160,1,1,0,2,1,1,3,1,2,1,1,0,1,1,0
68,225,1,0,1,0,0,0,1,0,1,3,0,3,3,1,2
68,37,28,1,27,173,70,103,1311,736,575,1007,588,419,476,204,272
68,220,97,79,18,478,279,199,48,25,23,175,26,149,85,27,58
